Accumulator, Total count, Average count
RUN_EM, 3003137497182, 3003137497182.000000
LDA_INFERENCE, 2995216798650, 64831532.438312
DIGAMMA, 754481667086, 244.065299
LOG_SUM, 864883938020, 287.975078
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 14454824, 176.239655
DOC_E_STEP, 3000777206340, 64951887.583117
LIKELIHOOD, 270978980302, 629870.204833
MLE, 2329098162, 54165073.534884
OPT_ALPHA, 67851716, 1615517.047619
EM_CONVERGE, 42, 42.000000
INFERENCE_CONVERGE, 430214, 9.311991
ALPHA_CONVERGE, 41009, 976.404762
