Accumulator, Total count, Average count
RUN_EM, 4467990816902, 4467990816902.000000
LDA_INFERENCE, 4456673208930, 69095708.665581
DIGAMMA, 1113551766458, 240.118108
LOG_SUM, 1279744620058, 284.013233
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 14538366, 172.993408
DOC_E_STEP, 4465221705522, 69228243.496465
LIKELIHOOD, 430205874974, 664312.125112
MLE, 2738544710, 62239652.500000
OPT_ALPHA, 68271250, 1587703.488372
EM_CONVERGE, 43, 43.000000
INFERENCE_CONVERGE, 647596, 10.040248
ALPHA_CONVERGE, 42020, 977.209302
