Accumulator, Total count, Average count
RUN_EM, 6295323545664, 6295323545664.000000
LDA_INFERENCE, 6286401044840, 60846345.627396
DIGAMMA, 1560574838984, 194.929554
LOG_SUM, 1778025770022, 228.435371
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 175842, 150.807890
DOC_E_STEP, 6294708734946, 60926756.116632
LIKELIHOOD, 193509266446, 173493.028735
MLE, 448531238, 9543217.829787
OPT_ALPHA, 918388, 19964.956522
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 1115372, 10.795733
ALPHA_CONVERGE, 583, 12.673913
