Accumulator, Total count, Average count
RUN_EM, 113925076892, 113925076892.000000
LDA_INFERENCE, 113075282070, 37691760.690000
DIGAMMA, 28846607942, 241.357458
LOG_SUM, 32644548012, 281.670156
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 9425430, 174.357727
DOC_E_STEP, 113257215912, 37752405.304000
LIKELIHOOD, 8488601434, 481267.798730
MLE, 682983540, 22031727.096774
OPT_ALPHA, 44099350, 1469978.333333
EM_CONVERGE, 30, 30.000000
INFERENCE_CONVERGE, 17638, 5.879333
ALPHA_CONVERGE, 27029, 900.966667
