Accumulator, Total count, Average count
RUN_EM, 5515663593220, 5515663593220.000000
LDA_INFERENCE, 5501321097674, 71631785.125964
DIGAMMA, 1376421987470, 245.340034
LOG_SUM, 1582359089722, 290.272148
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 16663714, 177.198150
DOC_E_STEP, 5512507369646, 71777439.708932
LIKELIHOOD, 518178355048, 662901.736317
MLE, 3109497790, 63459138.571429
OPT_ALPHA, 78059258, 1626234.541667
EM_CONVERGE, 48, 48.000000
INFERENCE_CONVERGE, 781682, 10.178151
ALPHA_CONVERGE, 47020, 979.583333
