Accumulator, Total count, Average count
RUN_EM, 615347125880, 615347125880.000000
LDA_INFERENCE, 613145691638, 46450431.184697
DIGAMMA, 153936480062, 241.175727
LOG_SUM, 175768078370, 283.750246
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 11454442, 173.552152
DOC_E_STEP, 614090723888, 46522024.536970
LIKELIHOOD, 53620748234, 571174.803831
MLE, 1264296444, 37185189.529412
OPT_ALPHA, 53561006, 1623060.787879
EM_CONVERGE, 33, 33.000000
INFERENCE_CONVERGE, 93878, 7.111970
ALPHA_CONVERGE, 33000, 1000.000000
