Accumulator, Total count, Average count
RUN_EM, 6443733243986, 6443733243986.000000
LDA_INFERENCE, 6427065179556, 71411835.328400
DIGAMMA, 1603594196704, 240.168399
LOG_SUM, 1843882388624, 284.198865
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 17059044, 174.032809
DOC_E_STEP, 6440352252048, 71559469.467200
LIKELIHOOD, 617244860358, 664674.003205
MLE, 3323865634, 65173835.960784
OPT_ALPHA, 79662390, 1593247.800000
EM_CONVERGE, 50, 50.000000
INFERENCE_CONVERGE, 928643, 10.318256
ALPHA_CONVERGE, 49011, 980.220000
