Accumulator, Total count, Average count
RUN_EM, 2172105144284, 2172105144284.000000
LDA_INFERENCE, 2165967087000, 61708464.017094
DIGAMMA, 545143877652, 239.936213
LOG_SUM, 626277262972, 283.739248
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 13176038, 173.309631
DOC_E_STEP, 2170095355690, 61826078.509687
LIKELIHOOD, 193781508778, 612248.375327
MLE, 1993750656, 49843766.400000
OPT_ALPHA, 61563290, 1578545.897436
EM_CONVERGE, 39, 39.000000
INFERENCE_CONVERGE, 316508, 9.017322
ALPHA_CONVERGE, 38013, 974.692308
