Accumulator, Total count, Average count
RUN_EM, 4558300357976, 4558300357976.000000
LDA_INFERENCE, 4546425780176, 70487221.398078
DIGAMMA, 1135112503792, 244.767306
LOG_SUM, 1306033016172, 289.847406
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 14973032, 178.165540
DOC_E_STEP, 4555484747288, 70627670.500589
LIKELIHOOD, 437663772864, 675828.406698
MLE, 2788387484, 63372442.818182
OPT_ALPHA, 69774090, 1622653.255814
EM_CONVERGE, 43, 43.000000
INFERENCE_CONVERGE, 647596, 10.040248
ALPHA_CONVERGE, 42020, 977.209302
