Accumulator, Total count, Average count
RUN_EM, 3930698218888, 3930698218888.000000
LDA_INFERENCE, 3920321733448, 68537093.242098
DIGAMMA, 984129626708, 244.471409
LOG_SUM, 1130847720742, 289.119960
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 15588150, 177.138068
DOC_E_STEP, 3928002536740, 68671373.019930
LIKELIHOOD, 364162494310, 651479.117801
MLE, 2662481250, 59166250.000000
OPT_ALPHA, 72989140, 1658844.090909
EM_CONVERGE, 44, 44.000000
INFERENCE_CONVERGE, 558978, 9.772343
ALPHA_CONVERGE, 44000, 1000.000000
