Accumulator, Total count, Average count
RUN_EM, 1836178798546, 1836178798546.000000
LDA_INFERENCE, 1830801485542, 58679534.793013
DIGAMMA, 461772327186, 240.508563
LOG_SUM, 529950229256, 284.174848
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 12841488, 173.266697
DOC_E_STEP, 1834287084772, 58791252.717051
LIKELIHOOD, 160658746648, 592659.561710
MLE, 1880737646, 47018441.150000
OPT_ALPHA, 60375542, 1548090.820513
EM_CONVERGE, 39, 39.000000
INFERENCE_CONVERGE, 271081, 8.688494
ALPHA_CONVERGE, 37057, 950.179487
