Accumulator, Total count, Average count
RUN_EM, 2999615931196, 2999615931196.000000
LDA_INFERENCE, 2991375718272, 64748392.170390
DIGAMMA, 752181307572, 243.321162
LOG_SUM, 864331026190, 287.790979
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 14437628, 176.029993
DOC_E_STEP, 2997239425816, 64875312.247100
LIKELIHOOD, 270830194244, 629524.362861
MLE, 2347779574, 54599524.976744
OPT_ALPHA, 67943498, 1617702.333333
EM_CONVERGE, 42, 42.000000
INFERENCE_CONVERGE, 430214, 9.311991
ALPHA_CONVERGE, 41009, 976.404762
