Accumulator, Total count, Average count
RUN_EM, 274341218840, 274341218840.000000
LDA_INFERENCE, 272986162854, 40145023.949118
DIGAMMA, 69105072698, 241.019047
LOG_SUM, 78537689228, 282.380285
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 10739026, 172.875499
DOC_E_STEP, 273409016370, 40207208.289706
LIKELIHOOD, 21557810624, 507123.279793
MLE, 940736934, 26878198.114286
OPT_ALPHA, 50653346, 1489804.294118
EM_CONVERGE, 34, 34.000000
INFERENCE_CONVERGE, 42510, 6.251471
ALPHA_CONVERGE, 31060, 913.529412
