Accumulator, Total count, Average count
RUN_EM, 6955481527902, 6955481527902.000000
LDA_INFERENCE, 6939872596910, 73828431.882021
DIGAMMA, 1729303491310, 240.844827
LOG_SUM, 1988132520778, 284.943402
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 16362724, 174.071532
DOC_E_STEP, 6952064406866, 73958131.987936
LIKELIHOOD, 684697958130, 686239.939274
MLE, 3367412222, 70154421.291667
OPT_ALPHA, 76496432, 1627583.659574
EM_CONVERGE, 47, 47.000000
INFERENCE_CONVERGE, 997753, 10.614394
ALPHA_CONVERGE, 47000, 1000.000000
