Accumulator, Total count, Average count
RUN_EM, 4305791153166, 4305791153166.000000
LDA_INFERENCE, 4294445274994, 69715020.697955
DIGAMMA, 1075086407630, 245.162677
LOG_SUM, 1236585294608, 290.225715
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 15086948, 179.410027
DOC_E_STEP, 4302978567242, 69853548.169513
LIKELIHOOD, 404036529094, 661187.590261
MLE, 2780019946, 61778221.022222
OPT_ALPHA, 70347258, 1598801.318182
EM_CONVERGE, 44, 44.000000
INFERENCE_CONVERGE, 611077, 9.920081
ALPHA_CONVERGE, 42046, 955.590909
