Accumulator, Total count, Average count
RUN_EM, 2589995351024, 2589995351024.000000
LDA_INFERENCE, 2582839547662, 62996086.528341
DIGAMMA, 649657460860, 240.832470
LOG_SUM, 745788662288, 284.573115
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 13934600, 174.147670
DOC_E_STEP, 2587803124206, 63117149.370878
LIKELIHOOD, 233626679962, 623288.699546
MLE, 2174147492, 51765416.476190
OPT_ALPHA, 65362458, 1594206.292683
EM_CONVERGE, 41, 41.000000
INFERENCE_CONVERGE, 374829, 9.142171
ALPHA_CONVERGE, 40008, 975.804878
