Accumulator, Total count, Average count
RUN_EM, 1432782896298, 1432782896298.000000
LDA_INFERENCE, 1429017091780, 56707027.451587
DIGAMMA, 358104852836, 240.596293
LOG_SUM, 410634820498, 284.066138
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 12146268, 173.468552
DOC_E_STEP, 1431096300548, 56789535.736032
LIKELIHOOD, 128173128766, 609297.918664
MLE, 1686406350, 45578550.000000
OPT_ALPHA, 57094072, 1585946.444444
EM_CONVERGE, 36, 36.000000
INFERENCE_CONVERGE, 210362, 8.347698
ALPHA_CONVERGE, 35010, 972.500000
