Accumulator, Total count, Average count
RUN_EM, 65631684150, 65631684150.000000
LDA_INFERENCE, 65827776944, 21234766.756129
DIGAMMA, 15575409180, 125.445914
LOG_SUM, 16343448992, 135.668054
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 33018, 42.007634
DOC_E_STEP, 64155372068, 21385124.022667
LIKELIHOOD, 13648030388, 751171.247069
MLE, 1480954408, 47772722.838710
OPT_ALPHA, 432206, 14406.866667
EM_CONVERGE, 30, 30.000000
INFERENCE_CONVERGE, 18169, 5.860968
ALPHA_CONVERGE, 393, 13.100000
