Accumulator, Total count, Average count
RUN_EM, 3556790369366, 3556790369366.000000
LDA_INFERENCE, 3640678284984, 39572590.054174
DIGAMMA, 879585885420, 122.992228
LOG_SUM, 918599153856, 132.176170
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 45074, 39.400350
DOC_E_STEP, 3552328411864, 39470315.687378
LIKELIHOOD, 746845450680, 750916.167223
MLE, 4407612542, 95817663.956522
OPT_ALPHA, 592102, 13157.822222
EM_CONVERGE, 45, 45.000000
INFERENCE_CONVERGE, 994579, 10.810641
ALPHA_CONVERGE, 572, 12.711111
