Accumulator, Total count, Average count
RUN_EM, 3248388819298, 3248388819298.000000
LDA_INFERENCE, 3349979395306, 38772909.667894
DIGAMMA, 801706948160, 122.631860
LOG_SUM, 846881314338, 133.308381
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 49568, 40.629508
DOC_E_STEP, 3243788513054, 38342653.818605
LIKELIHOOD, 689487177496, 757417.698633
MLE, 4543567450, 94657655.208333
OPT_ALPHA, 628034, 13362.425532
EM_CONVERGE, 47, 47.000000
INFERENCE_CONVERGE, 910313, 10.536030
ALPHA_CONVERGE, 610, 12.978723
