Accumulator, Total count, Average count
RUN_EM, 1281607762706, 1281607762706.000000
LDA_INFERENCE, 1305677183470, 33738428.513437
DIGAMMA, 306509297892, 122.405967
LOG_SUM, 333344888876, 137.026350
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 43852, 39.506306
DOC_E_STEP, 1277802963380, 33804311.200529
LIKELIHOOD, 263286732706, 753455.489244
MLE, 3767725932, 87621533.302326
OPT_ALPHA, 583480, 13892.380952
EM_CONVERGE, 42, 42.000000
INFERENCE_CONVERGE, 349439, 9.029432
ALPHA_CONVERGE, 555, 13.214286
