Accumulator, Total count, Average count
RUN_EM, 2470671605244, 2470671605244.000000
LDA_INFERENCE, 2504740331350, 37107264.168148
DIGAMMA, 599813622644, 123.095991
LOG_SUM, 635296258392, 134.180045
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 44818, 39.314035
DOC_E_STEP, 2466426687332, 37370101.323212
LIKELIHOOD, 510583137272, 750257.348933
MLE, 4200639820, 93347551.555556
OPT_ALPHA, 589142, 13389.590909
EM_CONVERGE, 44, 44.000000
INFERENCE_CONVERGE, 680544, 10.082133
ALPHA_CONVERGE, 570, 12.954545
