Accumulator, Total count, Average count
RUN_EM, 3395217270598, 3395217270598.000000
LDA_INFERENCE, 3438957888878, 38510166.728757
DIGAMMA, 831064246424, 123.190353
LOG_SUM, 869760033434, 132.675087
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 47106, 39.852792
DOC_E_STEP, 3390678089326, 38794943.813799
LIKELIHOOD, 705324172738, 750894.455450
MLE, 4484512868, 95415167.404255
OPT_ALPHA, 613690, 13341.086957
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 939312, 10.518611
ALPHA_CONVERGE, 591, 12.847826
