Accumulator, Total count, Average count
RUN_EM, 1529332654312, 1529332654312.000000
LDA_INFERENCE, 1550141484418, 34371208.080222
DIGAMMA, 373872135228, 123.260446
LOG_SUM, 393345970070, 133.475612
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 40912, 39.338462
DOC_E_STEP, 1525581545962, 34672307.862773
LIKELIHOOD, 316367156492, 747107.507018
MLE, 3720006856, 90731874.536585
OPT_ALPHA, 533318, 13332.950000
EM_CONVERGE, 40, 40.000000
INFERENCE_CONVERGE, 423456, 9.389268
ALPHA_CONVERGE, 520, 13.000000
