Accumulator, Total count, Average count
RUN_EM, 334241417270, 334241417270.000000
LDA_INFERENCE, 345153149896, 25378908.080588
DIGAMMA, 82854440022, 123.189506
LOG_SUM, 87382694432, 133.842601
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 34192, 39.574074
DOC_E_STEP, 331634251474, 25123806.929848
LIKELIHOOD, 70814511940, 719075.060317
MLE, 2602174098, 76534532.294118
OPT_ALPHA, 495690, 15020.909091
EM_CONVERGE, 33, 33.000000
INFERENCE_CONVERGE, 98480, 7.241176
ALPHA_CONVERGE, 432, 13.090909
