Accumulator, Total count, Average count
RUN_EM, 972572239926, 972572239926.000000
LDA_INFERENCE, 996450483494, 32777976.430724
DIGAMMA, 233861026788, 122.985756
LOG_SUM, 253550114440, 137.266605
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 39280, 40.746888
DOC_E_STEP, 969196899354, 32743138.491689
LIKELIHOOD, 203651770652, 760008.100657
MLE, 3352383186, 88220610.157895
OPT_ALPHA, 499228, 13492.648649
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 267960, 8.814474
ALPHA_CONVERGE, 482, 13.027027
