Accumulator, Total count, Average count
RUN_EM, 626796214820, 626796214820.000000
LDA_INFERENCE, 642655111286, 28948428.436306
DIGAMMA, 154021544896, 123.105479
LOG_SUM, 162592332278, 133.816594
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 36936, 39.127119
DOC_E_STEP, 623677512576, 28873958.915556
LIKELIHOOD, 132507787036, 743698.783414
MLE, 3101914672, 83835531.675676
OPT_ALPHA, 493632, 13712.000000
EM_CONVERGE, 36, 36.000000
INFERENCE_CONVERGE, 178174, 8.025856
ALPHA_CONVERGE, 472, 13.111111
