Accumulator, Total count, Average count
RUN_EM, 225431668370, 225431668370.000000
LDA_INFERENCE, 233776444962, 24351713.016875
DIGAMMA, 55883848162, 122.328855
LOG_SUM, 58913842634, 132.869614
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 31470, 39.044665
DOC_E_STEP, 223153309114, 23994979.474624
LIKELIHOOD, 47481683332, 705376.048549
MLE, 2277961864, 71186308.250000
OPT_ALPHA, 420538, 13565.741935
EM_CONVERGE, 31, 31.000000
INFERENCE_CONVERGE, 67314, 7.011875
ALPHA_CONVERGE, 403, 13.000000
