Accumulator, Total count, Average count
RUN_EM, 2179675000208, 2179675000208.000000
LDA_INFERENCE, 2200433551604, 36552052.352226
DIGAMMA, 526705620456, 122.740982
LOG_SUM, 557232041576, 133.643619
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 42526, 39.303142
DOC_E_STEP, 2175622170794, 37000377.054320
LIKELIHOOD, 453094495998, 756235.128388
MLE, 4014803412, 93367521.209302
OPT_ALPHA, 568930, 13545.952381
EM_CONVERGE, 42, 42.000000
INFERENCE_CONVERGE, 599145, 9.952575
ALPHA_CONVERGE, 541, 12.880952
