Accumulator, Total count, Average count
RUN_EM, 157470059510, 157470059510.000000
LDA_INFERENCE, 163219860868, 22669425.120556
DIGAMMA, 37990483892, 123.303688
LOG_SUM, 40245384430, 134.613952
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 36598, 39.268240
DOC_E_STEP, 155197320778, 22171045.825429
LIKELIHOOD, 35112501980, 772943.447289
MLE, 2265902738, 62941742.722222
OPT_ALPHA, 489360, 13981.714286
EM_CONVERGE, 35, 35.000000
INFERENCE_CONVERGE, 45427, 6.309306
ALPHA_CONVERGE, 466, 13.314286
