Accumulator, Total count, Average count
RUN_EM, 1363060185854, 1363060185854.000000
LDA_INFERENCE, 1372863883778, 33484484.970195
DIGAMMA, 331299157540, 122.937314
LOG_SUM, 347716538088, 132.805663
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 41488, 39.739464
DOC_E_STEP, 1359346705906, 33983667.647650
LIKELIHOOD, 279793908220, 747003.532779
MLE, 3682783258, 89823981.902439
OPT_ALPHA, 545128, 13628.200000
EM_CONVERGE, 40, 40.000000
INFERENCE_CONVERGE, 374555, 9.135488
ALPHA_CONVERGE, 522, 13.050000
