Accumulator, Total count, Average count
RUN_EM, 2248835825642, 2248835825642.000000
LDA_INFERENCE, 2301849653880, 37673480.423568
DIGAMMA, 541576225366, 124.930363
LOG_SUM, 583881918130, 138.618517
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 47536, 39.285950
DOC_E_STEP, 2244495505404, 37533369.655585
LIKELIHOOD, 459094973460, 760015.517432
MLE, 4285193004, 91174319.234043
OPT_ALPHA, 639360, 13899.130435
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 604060, 9.886416
ALPHA_CONVERGE, 605, 13.152174
