Accumulator, Total count, Average count
RUN_EM, 828127943442, 828127943442.000000
LDA_INFERENCE, 832336148492, 30488503.607766
DIGAMMA, 197405285498, 123.305618
LOG_SUM, 210205512422, 135.186255
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 39658, 39.737475
DOC_E_STEP, 824711148424, 31004178.512180
LIKELIHOOD, 173159051542, 764289.914205
MLE, 3393558694, 87014325.487179
OPT_ALPHA, 521444, 13722.210526
EM_CONVERGE, 38, 38.000000
INFERENCE_CONVERGE, 226562, 8.298974
ALPHA_CONVERGE, 499, 13.131579
