Accumulator, Total count, Average count
RUN_EM, 1409885901428, 1409885901428.000000
LDA_INFERENCE, 1435942108166, 35022978.247951
DIGAMMA, 347568942872, 127.751869
LOG_SUM, 371874582394, 140.680887
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 44474, 41.564486
DOC_E_STEP, 1406532043676, 35163301.091900
LIKELIHOOD, 288327643650, 764768.439417
MLE, 3359890578, 81948550.682927
OPT_ALPHA, 568222, 14205.550000
EM_CONVERGE, 40, 40.000000
INFERENCE_CONVERGE, 377013, 9.195439
ALPHA_CONVERGE, 535, 13.375000
