Accumulator, Total count, Average count
RUN_EM, 2961763470924, 2961763470924.000000
LDA_INFERENCE, 3023377033310, 38662110.400384
DIGAMMA, 734680229180, 127.529308
LOG_SUM, 779625286910, 139.268746
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 48272, 40.428811
DOC_E_STEP, 2957900660838, 38665368.115529
LIKELIHOOD, 607697637830, 759166.547359
MLE, 3860919344, 83933029.217391
OPT_ALPHA, 633900, 14086.666667
EM_CONVERGE, 45, 45.000000
INFERENCE_CONVERGE, 800480, 10.236317
ALPHA_CONVERGE, 597, 13.266667
