Accumulator, Total count, Average count
RUN_EM, 2257008961860, 2257008961860.000000
LDA_INFERENCE, 2289464421128, 37470776.123208
DIGAMMA, 545149848764, 126.917493
LOG_SUM, 596022355484, 142.810044
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 50342, 40.663974
DOC_E_STEP, 2253130381748, 37677765.581070
LIKELIHOOD, 455141685556, 761147.227872
MLE, 3858262054, 82090682.000000
OPT_ALPHA, 663318, 14419.956522
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 597968, 9.786710
ALPHA_CONVERGE, 619, 13.456522
