Accumulator, Total count, Average count
RUN_EM, 1001702474412, 1001702474412.000000
LDA_INFERENCE, 1017886517338, 33483109.122961
DIGAMMA, 239636959592, 127.013349
LOG_SUM, 265935035524, 145.105542
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 40486, 41.060852
DOC_E_STEP, 998662078742, 33738583.741284
LIKELIHOOD, 204196779432, 767233.068312
MLE, 3044486460, 80118064.736842
OPT_ALPHA, 531108, 14354.270270
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 266147, 8.754836
ALPHA_CONVERGE, 493, 13.324324
