Accumulator, Total count, Average count
RUN_EM, 2205563349472, 2205563349472.000000
LDA_INFERENCE, 2242495397432, 37250754.110166
DIGAMMA, 540765622596, 125.049205
LOG_SUM, 582160772468, 138.545589
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 44382, 39.840215
DOC_E_STEP, 2202001496582, 37449005.043912
LIKELIHOOD, 450851880046, 748603.802108
MLE, 3554299250, 82658122.093023
OPT_ALPHA, 595186, 14171.095238
EM_CONVERGE, 42, 42.000000
INFERENCE_CONVERGE, 602257, 10.004269
ALPHA_CONVERGE, 557, 13.261905
