Accumulator, Total count, Average count
RUN_EM, 65972848368, 65972848368.000000
LDA_INFERENCE, 65833330942, 21236558.368387
DIGAMMA, 15692702916, 126.771088
LOG_SUM, 16960528748, 141.217948
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 31798, 39.549751
DOC_E_STEP, 64579439338, 21526479.779333
LIKELIHOOD, 13305705230, 732773.721225
MLE, 1431514986, 46177902.774194
OPT_ALPHA, 466754, 15558.466667
EM_CONVERGE, 30, 30.000000
INFERENCE_CONVERGE, 18158, 5.857419
ALPHA_CONVERGE, 402, 13.400000
