Accumulator, Total count, Average count
RUN_EM, 1572616556828, 1572616556828.000000
LDA_INFERENCE, 1601791828566, 35516448.526962
DIGAMMA, 387816258548, 127.423387
LOG_SUM, 416277296970, 140.772252
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 43254, 40.652256
DOC_E_STEP, 1569267319406, 35665166.350136
LIKELIHOOD, 319748230784, 755720.179398
MLE, 3354571770, 81818823.658537
OPT_ALPHA, 571118, 14277.950000
EM_CONVERGE, 40, 40.000000
INFERENCE_CONVERGE, 423104, 9.381463
ALPHA_CONVERGE, 532, 13.300000
