Accumulator, Total count, Average count
RUN_EM, 163890808704, 163890808704.000000
LDA_INFERENCE, 165298480168, 22958122.245556
DIGAMMA, 38729415302, 127.575769
LOG_SUM, 43424573582, 147.423166
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 38686, 40.722105
DOC_E_STEP, 161679749580, 23097107.082857
LIKELIHOOD, 33791884442, 751565.420622
MLE, 2214473986, 61513166.277778
OPT_ALPHA, 690060, 19716.000000
EM_CONVERGE, 35, 35.000000
INFERENCE_CONVERGE, 44962, 6.244722
ALPHA_CONVERGE, 475, 13.571429
