Accumulator, Total count, Average count
RUN_EM, 463677838664, 463677838664.000000
LDA_INFERENCE, 470507974084, 26886169.947657
DIGAMMA, 113804874578, 124.778025
LOG_SUM, 122707064014, 138.572085
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 35648, 39.346578
DOC_E_STEP, 461139390004, 27125846.470824
LIKELIHOOD, 93749732136, 710079.999818
MLE, 2561924968, 73197856.228571
OPT_ALPHA, 506680, 14902.352941
EM_CONVERGE, 34, 34.000000
INFERENCE_CONVERGE, 132027, 7.544400
ALPHA_CONVERGE, 453, 13.323529
