Accumulator, Total count, Average count
RUN_EM, 234206377682, 234206377682.000000
LDA_INFERENCE, 236710037786, 24657295.602708
DIGAMMA, 56469708132, 127.241754
LOG_SUM, 62066445084, 144.103190
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 32658, 39.537530
DOC_E_STEP, 232106404284, 24957677.880000
LIKELIHOOD, 48391695334, 737779.502279
MLE, 2121350254, 66292195.437500
OPT_ALPHA, 460348, 14849.935484
EM_CONVERGE, 31, 31.000000
INFERENCE_CONVERGE, 65591, 6.832396
ALPHA_CONVERGE, 413, 13.322581
