Accumulator, Total count, Average count
RUN_EM, 629873436232, 629873436232.000000
LDA_INFERENCE, 639098768528, 28788232.816577
DIGAMMA, 153827569920, 124.273709
LOG_SUM, 165755711994, 137.889383
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 37920, 39.254658
DOC_E_STEP, 627101838356, 29032492.516481
LIKELIHOOD, 128879354624, 732294.024933
MLE, 2788188888, 75356456.432432
OPT_ALPHA, 507906, 14108.500000
EM_CONVERGE, 36, 36.000000
INFERENCE_CONVERGE, 175994, 7.927658
ALPHA_CONVERGE, 483, 13.416667
