Accumulator, Total count, Average count
RUN_EM, 3644755465744, 3644755465744.000000
LDA_INFERENCE, 3705660735212, 40278921.034913
DIGAMMA, 902562415078, 127.019043
LOG_SUM, 958686558372, 138.833882
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 51418, 43.500846
DOC_E_STEP, 3640818145220, 40453534.946889
LIKELIHOOD, 741622089260, 751466.297761
MLE, 3923715158, 85298155.608696
OPT_ALPHA, 649304, 14428.977778
EM_CONVERGE, 45, 45.000000
INFERENCE_CONVERGE, 986900, 10.727174
ALPHA_CONVERGE, 591, 13.133333
