Accumulator, Total count, Average count
RUN_EM, 1320680413484, 1320680413484.000000
LDA_INFERENCE, 1339841456172, 34621226.257674
DIGAMMA, 316156519154, 126.850149
LOG_SUM, 350035243510, 144.561214
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 45546, 40.164021
DOC_E_STEP, 1317249103646, 34847859.884815
LIKELIHOOD, 265090506556, 762990.900644
MLE, 3432742214, 79831214.279070
OPT_ALPHA, 607958, 14475.190476
EM_CONVERGE, 42, 42.000000
INFERENCE_CONVERGE, 347436, 8.977674
ALPHA_CONVERGE, 567, 13.500000
