Accumulator, Total count, Average count
RUN_EM, 835010753362, 835010753362.000000
LDA_INFERENCE, 846976323304, 31024773.747399
DIGAMMA, 200921964934, 124.239668
LOG_SUM, 219901075766, 139.993482
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 40366, 39.574510
DOC_E_STEP, 831971907214, 31277139.368947
LIKELIHOOD, 172386622210, 755438.890637
MLE, 3049199094, 78184592.153846
OPT_ALPHA, 552414, 14537.210526
EM_CONVERGE, 38, 38.000000
INFERENCE_CONVERGE, 228194, 8.358755
ALPHA_CONVERGE, 510, 13.421053
