Accumulator, Total count, Average count
RUN_EM, 2482631919750, 2482631919750.000000
LDA_INFERENCE, 2523501323596, 37385204.794015
DIGAMMA, 606714479466, 124.204599
LOG_SUM, 656005247348, 138.207342
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 46080, 39.384615
DOC_E_STEP, 2478941136238, 37559714.185424
LIKELIHOOD, 502626651332, 739603.865472
MLE, 3671083578, 81579635.066667
OPT_ALPHA, 611552, 13898.909091
EM_CONVERGE, 44, 44.000000
INFERENCE_CONVERGE, 679589, 10.067985
ALPHA_CONVERGE, 585, 13.295455
