Accumulator, Total count, Average count
RUN_EM, 3455216453458, 3455216453458.000000
LDA_INFERENCE, 3511944768108, 39327489.004569
DIGAMMA, 853052359326, 125.983675
LOG_SUM, 912951650918, 138.747552
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 49534, 40.802306
DOC_E_STEP, 3451213036496, 39487563.346636
LIKELIHOOD, 702766916514, 747031.522339
MLE, 3978461174, 84648110.085106
OPT_ALPHA, 661366, 14377.521739
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 940746, 10.534670
ALPHA_CONVERGE, 607, 13.195652
