Accumulator, Total count, Average count
RUN_EM, 7506870295572, 7506870295572.000000
LDA_INFERENCE, 7423838325282, 21210966643.662857
DIGAMMA, 1224534802106, 60.543795
LOG_SUM, 2090204333146, 104.390786
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 65942, 75.448513
DOC_E_STEP, 7443132262360, 21266092178.171429
LIKELIHOOD, 772649733488, 195310852.752275
MLE, 43104031070, 1197334196.388889
OPT_ALPHA, 304518, 8700.514286
EM_CONVERGE, 35, 35.000000
INFERENCE_CONVERGE, 3956, 11.302857
ALPHA_CONVERGE, 437, 12.485714
