Accumulator, Total count, Average count
RUN_EM, 1116409754136, 1116409754136.000000
LDA_INFERENCE, 1076895476796, 26922386919.900002
DIGAMMA, 184510720188, 62.346535
LOG_SUM, 303946157976, 103.050381
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 6954, 75.586957
DOC_E_STEP, 1082473348970, 27061833724.250000
LIKELIHOOD, 115568364248, 592658278.194872
MLE, 19419950462, 3883990092.400000
OPT_ALPHA, 33836, 8459.000000
EM_CONVERGE, 4, 4.000000
INFERENCE_CONVERGE, 195, 4.875000
ALPHA_CONVERGE, 46, 11.500000
