Accumulator, Total count, Average count
RUN_EM, 7342999985870, 7342999985870.000000
LDA_INFERENCE, 7244525436500, 20698644104.285713
DIGAMMA, 1206990372306, 59.676359
LOG_SUM, 2070907700572, 103.427057
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 62574, 71.594966
DOC_E_STEP, 7277565357208, 20793043877.737144
LIKELIHOOD, 722902108558, 182735618.947927
MLE, 42418410528, 1178289181.333333
OPT_ALPHA, 337686, 9648.171429
EM_CONVERGE, 35, 35.000000
INFERENCE_CONVERGE, 3956, 11.302857
ALPHA_CONVERGE, 437, 12.485714
