Accumulator, Total count, Average count
RUN_EM, 441557512588, 441557512588.000000
LDA_INFERENCE, 440092386372, 25148136.364114
DIGAMMA, 45298504894, 186.819340
LOG_SUM, 209049727878, 235.751441
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 135566, 147.354348
DOC_E_STEP, 441049656658, 25202837.523314
LIKELIHOOD, 22260479664, 168393.785329
MLE, 426485842, 11846828.944444
OPT_ALPHA, 729396, 20839.885714
EM_CONVERGE, 35, 35.000000
INFERENCE_CONVERGE, 132193, 7.553886
ALPHA_CONVERGE, 460, 13.142857
