Accumulator, Total count, Average count
RUN_EM, 1145597216378, 1145597216378.000000
LDA_INFERENCE, 1125293387968, 14066167349.600000
DIGAMMA, 97013303396, 189.806852
LOG_SUM, 453557343824, 205.444449
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 26884, 170.151899
DOC_E_STEP, 1134185840468, 14177323005.850000
LIKELIHOOD, 95461212772, 59663257.982500
MLE, 2730800264, 303422251.555556
OPT_ALPHA, 214914, 26864.250000
EM_CONVERGE, 8, 8.000000
INFERENCE_CONVERGE, 1600, 20.000000
ALPHA_CONVERGE, 79, 9.875000
