Accumulator, Total count, Average count
RUN_EM, 2885440715938, 2885440715938.000000
LDA_INFERENCE, 2838128021570, 40544686022.428574
DIGAMMA, 258324166432, 192.538423
LOG_SUM, 1128230740294, 204.797723
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 20638, 151.750000
DOC_E_STEP, 2858793939272, 40839913418.171425
LIKELIHOOD, 241112833246, 172223452.318571
MLE, 6095178672, 761897334.000000
OPT_ALPHA, 151914, 21702.000000
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1400, 20.000000
ALPHA_CONVERGE, 68, 9.714286
