Accumulator, Total count, Average count
RUN_EM, 1983274732572, 1983274732572.000000
LDA_INFERENCE, 1950319134054, 27861701915.057144
DIGAMMA, 172152938176, 192.467675
LOG_SUM, 806803312652, 216.861396
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 20524, 150.911765
DOC_E_STEP, 1964284191834, 28061202740.485714
LIKELIHOOD, 129139699564, 92242642.545714
MLE, 3619746960, 452468370.000000
OPT_ALPHA, 148048, 21149.714286
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1400, 20.000000
ALPHA_CONVERGE, 68, 9.714286
