Accumulator, Total count, Average count
RUN_EM, 3716950592424, 3716950592424.000000
LDA_INFERENCE, 3655914450022, 52227349286.028572
DIGAMMA, 338481399800, 189.211958
LOG_SUM, 1469431959402, 201.357230
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 20588, 151.382353
DOC_E_STEP, 3682903296654, 52612904237.914284
LIKELIHOOD, 266689431858, 190492451.327143
MLE, 6831107762, 853888470.250000
OPT_ALPHA, 149706, 21386.571429
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1400, 20.000000
ALPHA_CONVERGE, 68, 9.714286
