Accumulator, Total count, Average count
RUN_EM, 710297521180, 710297521180.000000
LDA_INFERENCE, 690345393146, 8629317414.325001
DIGAMMA, 136133178054, 66.594846
LOG_SUM, 140059695814, 63.441784
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 31086, 196.746835
DOC_E_STEP, 699159709306, 8739496366.325001
LIKELIHOOD, 71930474774, 44956546.733750
MLE, 2753873308, 305985923.111111
OPT_ALPHA, 109012, 13626.500000
EM_CONVERGE, 8, 8.000000
INFERENCE_CONVERGE, 1600, 20.000000
ALPHA_CONVERGE, 79, 9.875000
