Accumulator, Total count, Average count
RUN_EM, 1200397226156, 1200397226156.000000
LDA_INFERENCE, 1166175258592, 16659646551.314285
DIGAMMA, 239536805970, 66.959321
LOG_SUM, 222765522140, 59.877347
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 16876, 124.088235
DOC_E_STEP, 1180169047158, 16859557816.542856
LIKELIHOOD, 121952277008, 87108769.291429
MLE, 4875298208, 609412276.000000
OPT_ALPHA, 84460, 12065.714286
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1400, 20.000000
ALPHA_CONVERGE, 68, 9.714286
