Accumulator, Total count, Average count
RUN_EM, 2341402913960, 2341402913960.000000
LDA_INFERENCE, 2277777045156, 32539672073.657143
DIGAMMA, 468167192462, 65.434965
LOG_SUM, 418085050224, 57.290470
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 16060, 118.088235
DOC_E_STEP, 2304612983566, 32923042622.371429
LIKELIHOOD, 244117703100, 174369787.928571
MLE, 9650446038, 1206305754.750000
OPT_ALPHA, 98342, 14048.857143
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1400, 20.000000
ALPHA_CONVERGE, 68, 9.714286
