Accumulator, Total count, Average count
RUN_EM, 32444962204, 32444962204.000000
LDA_INFERENCE, 31997288296, 6955932.238261
DIGAMMA, 8289212168, 84.550120
LOG_SUM, 9138682824, 99.072212
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 30318, 51.386441
DOC_E_STEP, 32223273966, 7005059.557826
LIKELIHOOD, 2326549290, 64942.059735
MLE, 206586276, 8607761.500000
OPT_ALPHA, 178550, 7763.043478
EM_CONVERGE, 23, 23.000000
INFERENCE_CONVERGE, 35825, 7.788043
ALPHA_CONVERGE, 295, 12.826087
