Accumulator, Total count, Average count
RUN_EM, 52164533600, 52164533600.000000
LDA_INFERENCE, 51355471748, 11164232.988696
DIGAMMA, 12333510284, 125.802037
LOG_SUM, 13276822930, 143.933677
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 23910, 40.525424
DOC_E_STEP, 51557744452, 11208205.315652
LIKELIHOOD, 10819134920, 301999.579065
MLE, 617491546, 25728814.416667
OPT_ALPHA, 340268, 14794.260870
EM_CONVERGE, 23, 23.000000
INFERENCE_CONVERGE, 35825, 7.788043
ALPHA_CONVERGE, 295, 12.826087
