Accumulator, Total count, Average count
RUN_EM, 427627812618, 427627812618.000000
LDA_INFERENCE, 425748247090, 44348775.738542
DIGAMMA, 107267778804, 242.740112
LOG_SUM, 121902375292, 284.299095
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 10391112, 173.081351
DOC_E_STEP, 426415355118, 44418266.158125
LIKELIHOOD, 36243666966, 553194.849673
MLE, 1105223208, 33491612.363636
OPT_ALPHA, 48781712, 1524428.500000
EM_CONVERGE, 32, 32.000000
INFERENCE_CONVERGE, 65517, 6.824687
ALPHA_CONVERGE, 30018, 938.062500
