Accumulator, Total count, Average count
RUN_EM, 1184813077212, 1184813077212.000000
LDA_INFERENCE, 1179374394142, 54600666.395463
DIGAMMA, 289301662214, 239.310935
LOG_SUM, 339559364342, 289.236406
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 159578, 169.044492
DOC_E_STEP, 1181581782168, 54702860.285556
LIKELIHOOD, 132697413278, 771896.000128
MLE, 3189730232, 86208925.189189
OPT_ALPHA, 907682, 25213.388889
EM_CONVERGE, 36, 36.000000
INFERENCE_CONVERGE, 171911, 7.958843
ALPHA_CONVERGE, 472, 13.111111
